index,query,priority,intensity
576,"I plan to give back by volunteering at a local charity or community event, a rewarding way to spend time",2,3
801,"I have to urgent vet visit for annual vaccination and check-up, must be done ASAP for pet's health",1,3
671,"I have to trim nails carefully to prevent overgrowth and potential health issues, can wait until the weekend",3,1
997,"I plan to start planning a vacation for some rest and rejuvenation, researching destinations and making bookings",2,2
867,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
597,"I have to prepare and serve fresh meals twice a day, morning and evening, to maintain a healthy diet",1,2
933,"I need to reach out to team members for updates, collaboration, or to provide support on ongoing tasks",2,2
522,I have to take the hard GMAT exam,1,3
866,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
923,"I have to prepare and serve fresh meals twice a day, morning and evening, to maintain a healthy diet",1,2
219,I plan to enjoy a leisurely walk in the park to clear my mind and get some fresh air,3,1
616,"I have to prepare and serve fresh meals twice a day, morning and evening, to maintain a healthy diet",1,2
685,I have to call a friend,1,3
539,"I plan to hold a family meeting to discuss plans, responsibilities, and any important updates",1,1
181,"I have to by today go to the gym, it will be long",1,3
109,"I need to visit the bank for work-related financial transactions, requiring careful planning and time management",1,2
112,I have to hard study for the biology exam,2,6
359,"I plan to attend a scheduled doctor's appointment for a regular health check-up, cannot be postponed",1,1
922,"I have to last go to the gym, it will be flip through",3,1
85,"I plan to organize a casual get-together with friends for games, conversation, and fun",2,3
640,"I plan to dedicate quality time to being with family, sharing meals, conversations, and activities",2,3
194,I have to take the by tomorrow MCAT exam,0,2
419,"I plan to dedicate quality time to being with family, sharing meals, conversations, and activities",2,3
82,"I need to organize activities to enhance team cohesion and morale, important for maintaining a positive work environment",3,2
646,I have to intensive study for the history exam,2,5
574,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
300,"I have to lastly cook for my family, it will be speed",1,2
75,I need to sort and organize digital or physical files to keep the workspace tidy and efficient,3,2
182,"I plan to hold a family meeting to discuss plans, responsibilities, and any important updates",1,1
254,"I have to required visit my coworker, it will be short",2,1
938,I need to conduct light cleaning tasks to maintain a pleasant and productive office space,3,1
100,I have to take the hard art exam,1,3
722,"I plan to dedicate time to training and improving skills in a chosen sport, aiming for personal bests",1,4
400,"I plan to spend time meditating to clear my mind, reduce stress, and improve my mental well-being",2,1
345,I have to hard study for the communications exam,2,5
464,I need to conduct light cleaning tasks to maintain a pleasant and productive office space,3,1
479,"I plan to dedicate time to training and improving skills in a chosen sport, aiming for personal bests",1,4
804,"I have to brush fur to reduce shedding and matting, a relaxing activity for both pet and owner",3,1
547,I have to clean my room,2,1
471,"I have to lastly clean my room, it will be thorough",3,3
188,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
467,"I have to crucial find something to eat, it will be exhausting",0,2
784,"I have to easy visit my coworker, it will be thorough",3,3
505,I have to take the urgent liberal arts exam,1,2
475,"I plan to go for a run to stay active and enjoy the outdoors, whether in the neighborhood or a local trail",3,2
614,"I have to eventually cook for my family, it will be difficult",1,4
503,"I have to give a thorough bath with pet-friendly shampoo, not urgent but should be done when possible",3,1
687,I have to easy study for the physics exam,3,5
390,"I have to required go shopping at multiple stores, it will be quick",2,2
908,I have to take the important GMAT exam,1,2
674,"I need to reach out to the manager for urgent discussions, approvals, or to relay important information",1,1
954,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
373,"I need to ensure all project documents are up to date, reflecting the latest changes and decisions",2,3
643,"I have to easy go shopping at multiple stores, it will be tough",3,4
927,I plan to sign up for and attend a fitness class to stay active and meet new people,2,3
2,"I have to urgent vet visit for annual vaccination and check-up, must be done ASAP for pet's health",1,3
221,I have to write in journal,3,4
754,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
378,"I have to give a thorough bath with pet-friendly shampoo, not urgent but should be done when possible",3,1
441,"I have to trim nails carefully to prevent overgrowth and potential health issues, can wait until the weekend",3,1
215,I have to thorough study for the electrical engineering exam,2,8
849,"I need to organize activities to enhance team cohesion and morale, important for maintaining a positive work environment",3,2
348,"I have to brush fur to reduce shedding and matting, a relaxing activity for both pet and owner",3,1
911,I have to take the today SAT exam,0,2
664,"I plan to dedicate time to learning something new, like a language or instrument, for personal development",2,4
215,"I need to get in touch with IT support to resolve technical issues affecting work, with a sense of urgency",1,2
811,"I need to get in touch with IT support to resolve technical issues affecting work, with a sense of urgency",1,2
192,"I need to prepare for and attend a meeting with the boss to discuss performance, goals, and feedback",1,2
44,"I plan to go hiking to explore nature, get exercise, and enjoy some peaceful time outdoors",2,3
306,"I plan to have fun racing go-karts with friends, a perfect way to spend the weekend",2,3
109,I have to attend online course,3,2
926,"I plan to hold a family meeting to discuss plans, responsibilities, and any important updates",1,1
435,"I plan to immerse myself in a video game, either trying a new one or replaying a classic",3,2
472,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
889,"I need to visit the bank for work-related financial transactions, requiring careful planning and time management",1,2
